session_id,model_name,language,item_id,trait,keying,raw_output,parsed_score
12,llama3.2:3b,burmese,32,Agreeableness,-,မေးခ,
12,llama3.2:3b,burmese,33,Conscientiousness,+,ရှင်,
12,llama3.2:3b,burmese,34,Neuroticism,+,ရှေယ,
12,llama3.2:3b,burmese,35,Openness,+,ရှော,
12,llama3.2:3b,burmese,36,Extraversion,-,ရှေယ,
12,llama3.2:3b,burmese,37,Agreeableness,+,အောက,
12,llama3.2:3b,burmese,38,Conscientiousness,-,အောက,
12,llama3.2:3b,burmese,39,Neuroticism,+,ရှော,
12,llama3.2:3b,burmese,40,Openness,+,ရှေး,
12,llama3.2:3b,burmese,41,Extraversion,+,ဖော်,
12,llama3.2:3b,burmese,42,Agreeableness,+,ရဲ့,
12,llama3.2:3b,burmese,43,Conscientiousness,+,ရွက်,
12,llama3.2:3b,burmese,44,Neuroticism,+,ရွေး,
12,llama3.2:3b,burmese,45,Openness,+,ရှေ့,
12,llama3.2:3b,burmese,46,Extraversion,-,ရှော,
12,llama3.2:3b,burmese,47,Agreeableness,+,ရံလမ,
12,llama3.2:3b,burmese,48,Conscientiousness,+,ရှေး,
12,llama3.2:3b,burmese,49,Neuroticism,+,ဖော်,
12,llama3.2:3b,burmese,50,Openness,+,ဒါက,
13,llama3.2:3b,burmese,1,Extraversion,+,မို့,
13,llama3.2:3b,burmese,2,Agreeableness,-,ရှေး,
13,llama3.2:3b,burmese,3,Conscientiousness,+,မေးခ,
13,llama3.2:3b,burmese,4,Neuroticism,+,ရှော,
13,llama3.2:3b,burmese,5,Openness,+,ရေဇွ,
13,llama3.2:3b,burmese,6,Extraversion,-,ရှော,
13,llama3.2:3b,burmese,7,Agreeableness,+,ဇယ်က,
13,llama3.2:3b,burmese,8,Conscientiousness,-,ရှေး,
13,llama3.2:3b,burmese,9,Neuroticism,-,အောက,
13,llama3.2:3b,burmese,10,Openness,-,ရှော,
13,llama3.2:3b,burmese,11,Extraversion,+,မို့,
13,llama3.2:3b,burmese,12,Agreeableness,-,ရှေး,
13,llama3.2:3b,burmese,13,Conscientiousness,+,မေးခ,
13,llama3.2:3b,burmese,14,Neuroticism,+,ရှင်,
13,llama3.2:3b,burmese,15,Openness,+,ဒါက,
13,llama3.2:3b,burmese,16,Extraversion,-,ရှင်,
13,llama3.2:3b,burmese,17,Agreeableness,+,ရဲ့,
13,llama3.2:3b,burmese,18,Conscientiousness,-,ရှော,
13,llama3.2:3b,burmese,19,Neuroticism,-,ရှင်,
13,llama3.2:3b,burmese,20,Openness,-,ရေးလ,
13,llama3.2:3b,burmese,21,Extraversion,+,လူအု,
13,llama3.2:3b,burmese,22,Agreeableness,-,ရဲ့ဆ,
13,llama3.2:3b,burmese,23,Conscientiousness,+,သင်,
13,llama3.2:3b,burmese,24,Neuroticism,+,အောက,
13,llama3.2:3b,burmese,25,Openness,+,ရှော,
13,llama3.2:3b,burmese,26,Extraversion,-,ရှေး,
13,llama3.2:3b,burmese,27,Agreeableness,+,ရှေယ,
13,llama3.2:3b,burmese,28,Conscientiousness,-,အောက,
13,llama3.2:3b,burmese,29,Neuroticism,+,ရှေး,
13,llama3.2:3b,burmese,30,Openness,-,ရှေပ,
13,llama3.2:3b,burmese,31,Extraversion,+,ရှော,
13,llama3.2:3b,burmese,32,Agreeableness,-,ဒါက,
13,llama3.2:3b,burmese,33,Conscientiousness,+,ရှင်,
13,llama3.2:3b,burmese,34,Neuroticism,+,သို့,
13,llama3.2:3b,burmese,35,Openness,+,လူနေ,
13,llama3.2:3b,burmese,36,Extraversion,-,ရှော,
13,llama3.2:3b,burmese,37,Agreeableness,+,အောက,
13,llama3.2:3b,burmese,38,Conscientiousness,-,ရှော,
13,llama3.2:3b,burmese,39,Neuroticism,+,ရမ်း,
13,llama3.2:3b,burmese,40,Openness,+,ရင်လ,
13,llama3.2:3b,burmese,41,Extraversion,+,ဖော်,
13,llama3.2:3b,burmese,42,Agreeableness,+,ရွေး,
13,llama3.2:3b,burmese,43,Conscientiousness,+,ရမ်း,
13,llama3.2:3b,burmese,44,Neuroticism,+,ရှင်,
13,llama3.2:3b,burmese,45,Openness,+,ရူးသ,
13,llama3.2:3b,burmese,46,Extraversion,-,ရှေး,
13,llama3.2:3b,burmese,47,Agreeableness,+,အောက,
13,llama3.2:3b,burmese,48,Conscientiousness,+,ရှော,
13,llama3.2:3b,burmese,49,Neuroticism,+,မှန်,
13,llama3.2:3b,burmese,50,Openness,+,ဆရာဗ,
14,llama3.2:3b,burmese,1,Extraversion,+,ရှော,
14,llama3.2:3b,burmese,2,Agreeableness,-,ရင်န,
14,llama3.2:3b,burmese,3,Conscientiousness,+,ရှင်,
14,llama3.2:3b,burmese,4,Neuroticism,+,ရှင်,
14,llama3.2:3b,burmese,5,Openness,+,ရှော,
14,llama3.2:3b,burmese,6,Extraversion,-,ရတနာ,
14,llama3.2:3b,burmese,7,Agreeableness,+,ရှော,
14,llama3.2:3b,burmese,8,Conscientiousness,-,ရူေဖ,
14,llama3.2:3b,burmese,9,Neuroticism,-,ရှော,
14,llama3.2:3b,burmese,10,Openness,-,ရှော,
14,llama3.2:3b,burmese,11,Extraversion,+,ဒါက,
14,llama3.2:3b,burmese,12,Agreeableness,-,ရွှေ,
14,llama3.2:3b,burmese,13,Conscientiousness,+,ရဲလဲ,
14,llama3.2:3b,burmese,14,Neuroticism,+,ရဲလဲ,
14,llama3.2:3b,burmese,15,Openness,+,ရှေယ,
14,llama3.2:3b,burmese,16,Extraversion,-,ရှော,
14,llama3.2:3b,burmese,17,Agreeableness,+,ရဲ့,
14,llama3.2:3b,burmese,18,Conscientiousness,-,ရှော,
14,llama3.2:3b,burmese,19,Neuroticism,-,ရေညီ,
14,llama3.2:3b,burmese,20,Openness,-,ရေးသ,
14,llama3.2:3b,burmese,21,Extraversion,+,ရှေး,
14,llama3.2:3b,burmese,22,Agreeableness,-,ရဲ့,
14,llama3.2:3b,burmese,23,Conscientiousness,+,ရှော,
14,llama3.2:3b,burmese,24,Neuroticism,+,ဖော်,
14,llama3.2:3b,burmese,25,Openness,+,ဖော်,
14,llama3.2:3b,burmese,26,Extraversion,-,ရှေ့,
14,llama3.2:3b,burmese,27,Agreeableness,+,ရှေး,
14,llama3.2:3b,burmese,28,Conscientiousness,-,ရှေး,
14,llama3.2:3b,burmese,29,Neuroticism,+,ရွယ်,
14,llama3.2:3b,burmese,30,Openness,-,ရှော,
14,llama3.2:3b,burmese,31,Extraversion,+,ရေကြ,
14,llama3.2:3b,burmese,32,Agreeableness,-,ရှေး,
14,llama3.2:3b,burmese,33,Conscientiousness,+,ဒေါရ,
14,llama3.2:3b,burmese,34,Neuroticism,+,ရှော,
14,llama3.2:3b,burmese,35,Openness,+,အောက,
14,llama3.2:3b,burmese,36,Extraversion,-,ရှေ့,
14,llama3.2:3b,burmese,37,Agreeableness,+,အောက,
14,llama3.2:3b,burmese,38,Conscientiousness,-,အောက,
14,llama3.2:3b,burmese,39,Neuroticism,+,ရှေး,
14,llama3.2:3b,burmese,40,Openness,+,ရွေး,
14,llama3.2:3b,burmese,41,Extraversion,+,ရှော,
14,llama3.2:3b,burmese,42,Agreeableness,+,ရဲ့,
14,llama3.2:3b,burmese,43,Conscientiousness,+,ရှော,
14,llama3.2:3b,burmese,44,Neuroticism,+,ရဲက,
14,llama3.2:3b,burmese,45,Openness,+,ရှေး,
14,llama3.2:3b,burmese,46,Extraversion,-,ရဲလဲ,
14,llama3.2:3b,burmese,47,Agreeableness,+,ရှင်,
14,llama3.2:3b,burmese,48,Conscientiousness,+,ရှေပ,
14,llama3.2:3b,burmese,49,Neuroticism,+,ရှေး,
14,llama3.2:3b,burmese,50,Openness,+,ရှေး,
15,llama3.2:3b,burmese,1,Extraversion,+,အောက,
15,llama3.2:3b,burmese,2,Agreeableness,-,ရာတွ,
15,llama3.2:3b,burmese,3,Conscientiousness,+,ရှေး,
15,llama3.2:3b,burmese,4,Neuroticism,+,ရှော,
15,llama3.2:3b,burmese,5,Openness,+,ရှေး,
15,llama3.2:3b,burmese,6,Extraversion,-,ရှော,
15,llama3.2:3b,burmese,7,Agreeableness,+,ရှင်,
15,llama3.2:3b,burmese,8,Conscientiousness,-,ဖော်,
15,llama3.2:3b,burmese,9,Neuroticism,-,ရှော,
15,llama3.2:3b,burmese,10,Openness,-,ရှော,
15,llama3.2:3b,burmese,11,Extraversion,+,ရူးဂ,
15,llama3.2:3b,burmese,12,Agreeableness,-,ရှင်,
15,llama3.2:3b,burmese,13,Conscientiousness,+,ရှော,
15,llama3.2:3b,burmese,14,Neuroticism,+,ရှော,
15,llama3.2:3b,burmese,15,Openness,+,ရှေး,
15,llama3.2:3b,burmese,16,Extraversion,-,မေးခ,
15,llama3.2:3b,burmese,17,Agreeableness,+,ရဲ့,
15,llama3.2:3b,burmese,18,Conscientiousness,-,ရှော,
15,llama3.2:3b,burmese,19,Neuroticism,-,ရံလမ,
15,llama3.2:3b,burmese,20,Openness,-,အောက,
15,llama3.2:3b,burmese,21,Extraversion,+,ရေကြ,
15,llama3.2:3b,burmese,22,Agreeableness,-,ရှေး,
15,llama3.2:3b,burmese,23,Conscientiousness,+,ရှော,
15,llama3.2:3b,burmese,24,Neuroticism,+,ရှော,
15,llama3.2:3b,burmese,25,Openness,+,မှန်,
15,llama3.2:3b,burmese,26,Extraversion,-,ရှေး,
15,llama3.2:3b,burmese,27,Agreeableness,+,ရှေယ,
15,llama3.2:3b,burmese,28,Conscientiousness,-,ရူးဆ,
15,llama3.2:3b,burmese,29,Neuroticism,+,ရောအ,
15,llama3.2:3b,burmese,30,Openness,-,ရေဃု,
15,llama3.2:3b,burmese,31,Extraversion,+,မေးခ,
15,llama3.2:3b,burmese,32,Agreeableness,-,ရှေယ,
15,llama3.2:3b,burmese,33,Conscientiousness,+,ရှော,
15,llama3.2:3b,burmese,34,Neuroticism,+,အောက,
15,llama3.2:3b,burmese,35,Openness,+,အောက,
15,llama3.2:3b,burmese,36,Extraversion,-,ရှော,
15,llama3.2:3b,burmese,37,Agreeableness,+,ရှေး,
15,llama3.2:3b,burmese,38,Conscientiousness,-,ရှော,
15,llama3.2:3b,burmese,39,Neuroticism,+,အောက,
15,llama3.2:3b,burmese,40,Openness,+,ရှေး,
15,llama3.2:3b,burmese,41,Extraversion,+,ရှေး,
15,llama3.2:3b,burmese,42,Agreeableness,+,ဆော်,
15,llama3.2:3b,burmese,43,Conscientiousness,+,ရဲလဲ,
15,llama3.2:3b,burmese,44,Neuroticism,+,ရှေး,
15,llama3.2:3b,burmese,45,Openness,+,ရှေး,
15,llama3.2:3b,burmese,46,Extraversion,-,ဖော်,
15,llama3.2:3b,burmese,47,Agreeableness,+,ဖော်,
15,llama3.2:3b,burmese,48,Conscientiousness,+,မေးခ,
15,llama3.2:3b,burmese,49,Neuroticism,+,ရှေး,
15,llama3.2:3b,burmese,50,Openness,+,ရှော,
16,llama3.2:3b,burmese,1,Extraversion,+,ရှေယ,
16,llama3.2:3b,burmese,2,Agreeableness,-,သင့်,
16,llama3.2:3b,burmese,3,Conscientiousness,+,ဖော်,
16,llama3.2:3b,burmese,4,Neuroticism,+,မို့,
16,llama3.2:3b,burmese,5,Openness,+,ရှော,
16,llama3.2:3b,burmese,6,Extraversion,-,ရှေယ,
16,llama3.2:3b,burmese,7,Agreeableness,+,ရှင်,
16,llama3.2:3b,burmese,8,Conscientiousness,-,ရှေယ,
16,llama3.2:3b,burmese,9,Neuroticism,-,ရှော,
16,llama3.2:3b,burmese,10,Openness,-,ဒါက,
16,llama3.2:3b,burmese,11,Extraversion,+,ရှေး,
16,llama3.2:3b,burmese,12,Agreeableness,-,ရှင်,
16,llama3.2:3b,burmese,13,Conscientiousness,+,ရှေ့,
16,llama3.2:3b,burmese,14,Neuroticism,+,ရေးလ,
16,llama3.2:3b,burmese,15,Openness,+,အောက,
16,llama3.2:3b,burmese,16,Extraversion,-,ရှင်,
16,llama3.2:3b,burmese,17,Agreeableness,+,ရဲ့,
16,llama3.2:3b,burmese,18,Conscientiousness,-,ရှုပ,
16,llama3.2:3b,burmese,19,Neuroticism,-,ရှေး,
16,llama3.2:3b,burmese,20,Openness,-,ရှော,
16,llama3.2:3b,burmese,21,Extraversion,+,ရှင်,
16,llama3.2:3b,burmese,22,Agreeableness,-,အောက,
16,llama3.2:3b,burmese,23,Conscientiousness,+,ရှင်,
16,llama3.2:3b,burmese,24,Neuroticism,+,ရှော,
16,llama3.2:3b,burmese,25,Openness,+,ဇေယ်,
16,llama3.2:3b,burmese,26,Extraversion,-,ရှော,
16,llama3.2:3b,burmese,27,Agreeableness,+,ရှေး,
16,llama3.2:3b,burmese,28,Conscientiousness,-,ရင်ဆ,
16,llama3.2:3b,burmese,29,Neuroticism,+,အောက,
16,llama3.2:3b,burmese,30,Openness,-,ဖော်,
16,llama3.2:3b,burmese,31,Extraversion,+,အောက,
16,llama3.2:3b,burmese,32,Agreeableness,-,ရှော,
16,llama3.2:3b,burmese,33,Conscientiousness,+,အောက,
16,llama3.2:3b,burmese,34,Neuroticism,+,လူပု,
16,llama3.2:3b,burmese,35,Openness,+,ဖော်,
16,llama3.2:3b,burmese,36,Extraversion,-,ရှေး,
16,llama3.2:3b,burmese,37,Agreeableness,+,အောက,
16,llama3.2:3b,burmese,38,Conscientiousness,-,ရှော,
16,llama3.2:3b,burmese,39,Neuroticism,+,ဖော်,
16,llama3.2:3b,burmese,40,Openness,+,ရှော,
16,llama3.2:3b,burmese,41,Extraversion,+,ရှော,
16,llama3.2:3b,burmese,42,Agreeableness,+,ဆော်,
16,llama3.2:3b,burmese,43,Conscientiousness,+,ရွက်,
16,llama3.2:3b,burmese,44,Neuroticism,+,ရှင်,
16,llama3.2:3b,burmese,45,Openness,+,ရွှေ,
16,llama3.2:3b,burmese,46,Extraversion,-,ရဲမယ,
16,llama3.2:3b,burmese,47,Agreeableness,+,ဆောဇ,
16,llama3.2:3b,burmese,48,Conscientiousness,+,ရှေး,
16,llama3.2:3b,burmese,49,Neuroticism,+,ရှင်,
16,llama3.2:3b,burmese,50,Openness,+,မလုံ,
17,llama3.2:3b,burmese,1,Extraversion,+,ရင်ဆ,
17,llama3.2:3b,burmese,2,Agreeableness,-,ရှေး,
17,llama3.2:3b,burmese,3,Conscientiousness,+,ဖော်,
17,llama3.2:3b,burmese,4,Neuroticism,+,ရှေး,
17,llama3.2:3b,burmese,5,Openness,+,ဖော်,
17,llama3.2:3b,burmese,6,Extraversion,-,ရှော,
17,llama3.2:3b,burmese,7,Agreeableness,+,ရှေပ,
17,llama3.2:3b,burmese,8,Conscientiousness,-,ရှင်,
17,llama3.2:3b,burmese,9,Neuroticism,-,သင့်,
17,llama3.2:3b,burmese,10,Openness,-,ဖော်,
17,llama3.2:3b,burmese,11,Extraversion,+,ရှေး,
17,llama3.2:3b,burmese,12,Agreeableness,-,သူတစ,
17,llama3.2:3b,burmese,13,Conscientiousness,+,ဒါက,
17,llama3.2:3b,burmese,14,Neuroticism,+,ရှော,
17,llama3.2:3b,burmese,15,Openness,+,မေးခ,
17,llama3.2:3b,burmese,16,Extraversion,-,ရက်တ,
17,llama3.2:3b,burmese,17,Agreeableness,+,အောက,
17,llama3.2:3b,burmese,18,Conscientiousness,-,ရှေး,
17,llama3.2:3b,burmese,19,Neuroticism,-,သင့်,
17,llama3.2:3b,burmese,20,Openness,-,ရေမေ,
17,llama3.2:3b,burmese,21,Extraversion,+,ရှေပ,
17,llama3.2:3b,burmese,22,Agreeableness,-,ဖော်,
17,llama3.2:3b,burmese,23,Conscientiousness,+,ရှေး,
17,llama3.2:3b,burmese,24,Neuroticism,+,ရှော,
17,llama3.2:3b,burmese,25,Openness,+,ရှေး,
17,llama3.2:3b,burmese,26,Extraversion,-,ရှော,
17,llama3.2:3b,burmese,27,Agreeableness,+,ရှေး,
17,llama3.2:3b,burmese,28,Conscientiousness,-,ရယ်ရ,
17,llama3.2:3b,burmese,29,Neuroticism,+,ဖော်,
17,llama3.2:3b,burmese,30,Openness,-,ရှော,
17,llama3.2:3b,burmese,31,Extraversion,+,ရွေး,
17,llama3.2:3b,burmese,32,Agreeableness,-,ရှေ့,
17,llama3.2:3b,burmese,33,Conscientiousness,+,ရှေ့,
17,llama3.2:3b,burmese,34,Neuroticism,+,ရှော,
17,llama3.2:3b,burmese,35,Openness,+,ရှော,
17,llama3.2:3b,burmese,36,Extraversion,-,အောက,
17,llama3.2:3b,burmese,37,Agreeableness,+,ရှင်,
17,llama3.2:3b,burmese,38,Conscientiousness,-,ရှော,
17,llama3.2:3b,burmese,39,Neuroticism,+,ရှေး,
17,llama3.2:3b,burmese,40,Openness,+,ရင်ဆ,
17,llama3.2:3b,burmese,41,Extraversion,+,ရှင်,
17,llama3.2:3b,burmese,42,Agreeableness,+,ရည်သ,
17,llama3.2:3b,burmese,43,Conscientiousness,+,ရာအု,
17,llama3.2:3b,burmese,44,Neuroticism,+,ရှော,
17,llama3.2:3b,burmese,45,Openness,+,ရှင်,
17,llama3.2:3b,burmese,46,Extraversion,-,ရှော,
17,llama3.2:3b,burmese,47,Agreeableness,+,ရှင်,
17,llama3.2:3b,burmese,48,Conscientiousness,+,အောက,
17,llama3.2:3b,burmese,49,Neuroticism,+,ဇေယ်,
17,llama3.2:3b,burmese,50,Openness,+,ရှင်,
18,llama3.2:3b,burmese,1,Extraversion,+,ရူးအ,
18,llama3.2:3b,burmese,2,Agreeableness,-,ဒါက,
18,llama3.2:3b,burmese,3,Conscientiousness,+,အောက,
18,llama3.2:3b,burmese,4,Neuroticism,+,အောက,
18,llama3.2:3b,burmese,5,Openness,+,ရဲလဲ,
18,llama3.2:3b,burmese,6,Extraversion,-,ရေးရ,
18,llama3.2:3b,burmese,7,Agreeableness,+,ရှေး,
18,llama3.2:3b,burmese,8,Conscientiousness,-,ရက်တ,
18,llama3.2:3b,burmese,9,Neuroticism,-,ရှော,
18,llama3.2:3b,burmese,10,Openness,-,ရေဃေ,
18,llama3.2:3b,burmese,11,Extraversion,+,လူတွ,
18,llama3.2:3b,burmese,12,Agreeableness,-,အောက,
18,llama3.2:3b,burmese,13,Conscientiousness,+,မှန်,
18,llama3.2:3b,burmese,14,Neuroticism,+,ရှေး,
18,llama3.2:3b,burmese,15,Openness,+,ရှေ့,
18,llama3.2:3b,burmese,16,Extraversion,-,ရှေး,
18,llama3.2:3b,burmese,17,Agreeableness,+,ရဲ့,
18,llama3.2:3b,burmese,18,Conscientiousness,-,ရှေး,
18,llama3.2:3b,burmese,19,Neuroticism,-,ရှေ့,
18,llama3.2:3b,burmese,20,Openness,-,ရာဘွ,
18,llama3.2:3b,burmese,21,Extraversion,+,ရှင်,
18,llama3.2:3b,burmese,22,Agreeableness,-,ရောဂ,
18,llama3.2:3b,burmese,23,Conscientiousness,+,ဆောင,
18,llama3.2:3b,burmese,24,Neuroticism,+,ဖော်,
18,llama3.2:3b,burmese,25,Openness,+,ရှေး,
18,llama3.2:3b,burmese,26,Extraversion,-,ရှင်,
18,llama3.2:3b,burmese,27,Agreeableness,+,ရှေး,
18,llama3.2:3b,burmese,28,Conscientiousness,-,အောက,
18,llama3.2:3b,burmese,29,Neuroticism,+,အောက,
18,llama3.2:3b,burmese,30,Openness,-,ရှော,
18,llama3.2:3b,burmese,31,Extraversion,+,ရှော,
18,llama3.2:3b,burmese,32,Agreeableness,-,အောက,
18,llama3.2:3b,burmese,33,Conscientiousness,+,သင့်,
18,llama3.2:3b,burmese,34,Neuroticism,+,မှန်,
18,llama3.2:3b,burmese,35,Openness,+,ရှော,
18,llama3.2:3b,burmese,36,Extraversion,-,အောက,
18,llama3.2:3b,burmese,37,Agreeableness,+,ရှော,
18,llama3.2:3b,burmese,38,Conscientiousness,-,ရူုလ,
18,llama3.2:3b,burmese,39,Neuroticism,+,အောက,
18,llama3.2:3b,burmese,40,Openness,+,ရင်ဆ,
18,llama3.2:3b,burmese,41,Extraversion,+,ရှေး,
18,llama3.2:3b,burmese,42,Agreeableness,+,ဖော်,
18,llama3.2:3b,burmese,43,Conscientiousness,+,ရှင်,
18,llama3.2:3b,burmese,44,Neuroticism,+,ဖော်,
18,llama3.2:3b,burmese,45,Openness,+,ရှော,
18,llama3.2:3b,burmese,46,Extraversion,-,ရှေး,
18,llama3.2:3b,burmese,47,Agreeableness,+,မေးခ,
18,llama3.2:3b,burmese,48,Conscientiousness,+,ဖော်,
18,llama3.2:3b,burmese,49,Neuroticism,+,ရှေ့,
18,llama3.2:3b,burmese,50,Openness,+,ရှေ့,
19,llama3.2:3b,burmese,1,Extraversion,+,ရှေး,
19,llama3.2:3b,burmese,2,Agreeableness,-,ရူးသ,
19,llama3.2:3b,burmese,3,Conscientiousness,+,ရှင်,
19,llama3.2:3b,burmese,4,Neuroticism,+,ရှော,
19,llama3.2:3b,burmese,5,Openness,+,ရှေး,
19,llama3.2:3b,burmese,6,Extraversion,-,ရင်က,
19,llama3.2:3b,burmese,7,Agreeableness,+,ရှော,
19,llama3.2:3b,burmese,8,Conscientiousness,-,ရှေလ,
19,llama3.2:3b,burmese,9,Neuroticism,-,ရှင်,
19,llama3.2:3b,burmese,10,Openness,-,ရဲနည,
19,llama3.2:3b,burmese,11,Extraversion,+,ရှေး,
19,llama3.2:3b,burmese,12,Agreeableness,-,ရှေး,
19,llama3.2:3b,burmese,13,Conscientiousness,+,အောက,
19,llama3.2:3b,burmese,14,Neuroticism,+,ရှော,
19,llama3.2:3b,burmese,15,Openness,+,ရှေယ,
19,llama3.2:3b,burmese,16,Extraversion,-,ရှော,
19,llama3.2:3b,burmese,17,Agreeableness,+,ရယ်န,
19,llama3.2:3b,burmese,18,Conscientiousness,-,ရှော,
19,llama3.2:3b,burmese,19,Neuroticism,-,ရှော,
19,llama3.2:3b,burmese,20,Openness,-,ရှေး,
19,llama3.2:3b,burmese,21,Extraversion,+,ဆောဇ,
19,llama3.2:3b,burmese,22,Agreeableness,-,ရဲ့,
19,llama3.2:3b,burmese,23,Conscientiousness,+,ရှင်,
19,llama3.2:3b,burmese,24,Neuroticism,+,ရှေယ,
19,llama3.2:3b,burmese,25,Openness,+,လူအိ,
19,llama3.2:3b,burmese,26,Extraversion,-,ဖော်,
19,llama3.2:3b,burmese,27,Agreeableness,+,ရှော,
19,llama3.2:3b,burmese,28,Conscientiousness,-,ရှေး,
19,llama3.2:3b,burmese,29,Neuroticism,+,ရင်ဆ,
19,llama3.2:3b,burmese,30,Openness,-,ရှေး,
19,llama3.2:3b,burmese,31,Extraversion,+,ရှင်,
19,llama3.2:3b,burmese,32,Agreeableness,-,ဖော်,
19,llama3.2:3b,burmese,33,Conscientiousness,+,ရှော,
19,llama3.2:3b,burmese,34,Neuroticism,+,ရှေ့,
19,llama3.2:3b,burmese,35,Openness,+,ရဲမယ,
19,llama3.2:3b,burmese,36,Extraversion,-,ရှော,
19,llama3.2:3b,burmese,37,Agreeableness,+,ဆရှေ,
19,llama3.2:3b,burmese,38,Conscientiousness,-,ရှော,
19,llama3.2:3b,burmese,39,Neuroticism,+,ရှေ့,
19,llama3.2:3b,burmese,40,Openness,+,ရှင်,
19,llama3.2:3b,burmese,41,Extraversion,+,ဖော်,
19,llama3.2:3b,burmese,42,Agreeableness,+,ရဲ့,
19,llama3.2:3b,burmese,43,Conscientiousness,+,ရူးဆ,
19,llama3.2:3b,burmese,44,Neuroticism,+,ရာတွ,
19,llama3.2:3b,burmese,45,Openness,+,ရေဇီ,
19,llama3.2:3b,burmese,46,Extraversion,-,ရှေယ,
19,llama3.2:3b,burmese,47,Agreeableness,+,ချက်,
19,llama3.2:3b,burmese,48,Conscientiousness,+,မေးခ,
19,llama3.2:3b,burmese,49,Neuroticism,+,ရူပသ,
19,llama3.2:3b,burmese,50,Openness,+,ဆော်,
20,llama3.2:3b,burmese,1,Extraversion,+,ရှင်,
20,llama3.2:3b,burmese,2,Agreeableness,-,ရတနာ,
20,llama3.2:3b,burmese,3,Conscientiousness,+,ရှေယ,
20,llama3.2:3b,burmese,4,Neuroticism,+,ရှော,
20,llama3.2:3b,burmese,5,Openness,+,ရက်တ,
20,llama3.2:3b,burmese,6,Extraversion,-,အောက,
20,llama3.2:3b,burmese,7,Agreeableness,+,ဖော်,
20,llama3.2:3b,burmese,8,Conscientiousness,-,ရှော,
20,llama3.2:3b,burmese,9,Neuroticism,-,အောက,
20,llama3.2:3b,burmese,10,Openness,-,အောက,
20,llama3.2:3b,burmese,11,Extraversion,+,ရှော,
20,llama3.2:3b,burmese,12,Agreeableness,-,ရှေး,
20,llama3.2:3b,burmese,13,Conscientiousness,+,ဇေယွ,
20,llama3.2:3b,burmese,14,Neuroticism,+,အောက,
20,llama3.2:3b,burmese,15,Openness,+,အောက,
20,llama3.2:3b,burmese,16,Extraversion,-,ရွေး,
20,llama3.2:3b,burmese,17,Agreeableness,+,ရဲ့,
20,llama3.2:3b,burmese,18,Conscientiousness,-,ရှေး,
20,llama3.2:3b,burmese,19,Neuroticism,-,ရှင်,
20,llama3.2:3b,burmese,20,Openness,-,ရှော,
20,llama3.2:3b,burmese,21,Extraversion,+,ရဲလဲ,
20,llama3.2:3b,burmese,22,Agreeableness,-,ရေကြ,
20,llama3.2:3b,burmese,23,Conscientiousness,+,အောက,
20,llama3.2:3b,burmese,24,Neuroticism,+,ရှော,
20,llama3.2:3b,burmese,25,Openness,+,မေးခ,
20,llama3.2:3b,burmese,26,Extraversion,-,ရှော,
20,llama3.2:3b,burmese,27,Agreeableness,+,ရှင်,
20,llama3.2:3b,burmese,28,Conscientiousness,-,ရှင်,
20,llama3.2:3b,burmese,29,Neuroticism,+,ဖော်,
20,llama3.2:3b,burmese,30,Openness,-,ရတနာ,
20,llama3.2:3b,burmese,31,Extraversion,+,ရွှေ,
20,llama3.2:3b,burmese,32,Agreeableness,-,ရင်ဆ,
20,llama3.2:3b,burmese,33,Conscientiousness,+,ရှော,
20,llama3.2:3b,burmese,34,Neuroticism,+,အောက,
20,llama3.2:3b,burmese,35,Openness,+,ရှင်,
20,llama3.2:3b,burmese,36,Extraversion,-,ရေဃု,
20,llama3.2:3b,burmese,37,Agreeableness,+,လူကဲ,
20,llama3.2:3b,burmese,38,Conscientiousness,-,ရှော,
20,llama3.2:3b,burmese,39,Neuroticism,+,ရှေး,
20,llama3.2:3b,burmese,40,Openness,+,ဖော်,
20,llama3.2:3b,burmese,41,Extraversion,+,ရှော,
20,llama3.2:3b,burmese,42,Agreeableness,+,ဖော်,
20,llama3.2:3b,burmese,43,Conscientiousness,+,ရှေပ,
20,llama3.2:3b,burmese,44,Neuroticism,+,ရင်ဆ,
20,llama3.2:3b,burmese,45,Openness,+,ဇောတ,
20,llama3.2:3b,burmese,46,Extraversion,-,ရှေး,
20,llama3.2:3b,burmese,47,Agreeableness,+,ရှော,
20,llama3.2:3b,burmese,48,Conscientiousness,+,ရှင်,
20,llama3.2:3b,burmese,49,Neuroticism,+,ဖော်,
20,llama3.2:3b,burmese,50,Openness,+,ရှေး,
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,1,Extraversion,+,3,3
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,2,Agreeableness,-,4,4
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,3,Conscientiousness,+,3,3
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,4,Neuroticism,+,3,3
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,5,Openness,+,4,4
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,6,Extraversion,-,3,3
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,7,Agreeableness,+,4,4
1,aisingapore/Llama-SEA-LION-v3.5-8B-R,english,8,Conscientiousness,-,3,3
